event_id,event_timestamp,customer_id,product_id,event_type,quantity,unit_price,country,source,status
E000239,2026-08-05 07:40:48,C00132,P0030,purchase,2,127.08,GB,mobile,processed
E000226,2026-08-19 06:54:35,C00023,P0005,view,1,36.79,MX,mobile,failed
E000135,2026-08-18 22:41:28,C00094,P0047,view,1,13.17,CA,web,processed
E000023,2026-08-18 04:28:46,C00103,P0043,purchase,2,179.67,MX,mobile,failed
E000229,2026-08-20 18:09:03,C00133,P0010,view,1,208.69,MX,web,ok
E000096,2026-08-02 05:16:09,C00145,P0020,add_to_cart,1,41.55,US,web,ok
E000325,2026-08-07 19:42:30,C00093,P0017,view,1,196.75,CA,partner_api,failed
E000196,2026-08-18 16:57:24,C00042,P0053,purchase,5,134.23,CA,partner_api,ok
E000190,2026-08-12 13:42:23,C00080,P0012,add_to_cart,1,9.47,CA,mobile,processed
E000095,2026-08-20 14:36:30,C00017,P0026,view,1,32.95,GB,web,failed
E000199,2026-08-08 22:55:59,C00102,P0033,purchase,1,106.65,MX,web,processed
E000279,2026-08-16 07:25:51,C00006,P0026,add_to_cart,1,80.50,MX,web,failed
E000047,2026-08-13 17:46:56,C00040,P0060,view,1,219.30,CA,web,ok
E000366,2026-08-18 08:17:03,C00118,P0002,purchase,1,29.40,US,web,processed
E000251,2026-08-03 12:01:12,C00108,P0010,purchase,1,113.05,GB,partner_api,ok
E000242,2026-08-07 00:26:46,C00104,P0024,view,1,94.62,US,mobile,ok
E000204,2026-08-03 12:32:53,C00138,P0002,add_to_cart,1,226.76,DE,partner_api,ok
E000158,2026-08-03 03:55:20,C00066,P0024, purchase ,1,109.56,CA,partner_api,processed
E000060,2026-08-05 12:45:09,C00063,P0031,view,1,10.98,DE,web,processed
E000243,2026-08-05 10:18:23,C00019,P0025,add_to_cart,1,140.54,DE,mobile,failed
E000042,2026-08-05 19:01:45,C00068,P0033,view,1,89.01,GB,mobile,ok
E000150,2026-08-20 17:11:01,C00092,P0051,view,1,37.29,CA,partner_api,processed
E000327,2026-08-09 15:28:51,C00111,P0053,purchase,3,112.85,DE,web,processed
E000394,2026-08-18 14:26:54,C00142,P0030,purchase,3,85.19,US,mobile,ok
E000372,2026-08-07 19:25:08,C00035,P0042,view,1,98.77,CA,web,failed
E000014,2026-08-10 17:58:57,C00057,P0009,purchase,5,102.85,DE,mobile,ok
E000383,2026-08-09 21:23:37,C00017,P0020,add_to_cart,1,160.40,GB,partner_api,ok
E000103,2026-08-04 18:36:50,C00146,P0059,view,1,80.36,MX,mobile,ok
E000412,2026-08-15 02:09:39,C00076,P0032,view,1,65.22,GB,partner_api,processed
E000308,2026-08-06 11:36:12,C00065,P0053,add_to_cart,1,156.85,MX,mobile,processed
E000321,2026-08-13 16:11:35,C00027,P0002,view,1,130.55,US,mobile,failed
E000365,2026-08-19 20:23:18,C00148,P0009,view,1,87.75,DE,mobile,processed
E000401,2026-08-03 23:23:15,C00081,P0060,view,1,76.46,GB,partner_api,failed
E000045,2026-08-13 09:57:02,C00038,P0028,purchase,3,147.71,CA,web,processed
E000219,2026-08-16 10:51:28,C00096,P0029,add_to_cart,1,237.46,US,partner_api,ok
E000002,2026-08-02 23:28:37,C00024,P0014,purchase,4,12.79,CA,partner_api,failed
E000185,2026-08-10 23:58:33,C00094,P0024,purchase,5,154.40,MX,mobile,processed
E000391,2026-08-04 09:57:11,C00010,P0036,view,1,233.13,GB,web,processed
E000079,2026-08-09 12:58:25,C00051,P0005,add_to_cart,1,235.66,DE,partner_api,failed
E000252,2026-08-18 15:14:39,C00016,P0046,view,1,230.53,CA,partner_api,ok
E000282,2026-08-16 12:51:42,C00035,P0042,view,1,219.27,MX,web,ok
E000293,2026-08-06 12:37:16,C00021,P0060,view,1,54.82,GB,mobile,ok
E000202,2026-08-02 19:16:01,C00039,P0036,view,1,67.70,DE,partner_api,processed
E000026,2026-08-07 08:05:42,C00139,P0009,add_to_cart,1,123.93,DE,partner_api,processed
E000050,2026-08-20 19:51:14,C00050,P0026,purchase,2,10.80,MX,mobile,ok
E000122,2026-08-10 07:54:55,C00068,,purchase,2,23.33,DE,partner_api,processed
E000153,2026-08-18 19:44:58,C00134,P0020,view,1,217.41,GB,partner_api,ok
E000145,2026-08-05 22:39:28,C00061,P0055,add_to_cart,1,113.95,MX,web,failed
E000339,2026-08-18 20:18:13,C00090,P0031,view,1,132.67,US,mobile,failed
E000136,2026-08-10 10:55:11,C00139,P0057,view,1,54.19,MX,partner_api,failed
E000277,2026-08-12 20:10:28,C00053,P0046,view,1,33.48,DE,mobile,ok
E000284,2026-08-13 09:20:27,C00059,P0016,add_to_cart,1,135.32,GB,mobile,ok
E000357,2026-08-14 09:05:44,C00110,P0011,purchase,3,215.96,DE,web,ok
E000210,2026-08-19 11:11:08,C00118,P0003,add_to_cart,1,20.46,MX,web,ok
E000098,2026-08-07 18:23:55,C00079,P0037,purchase,5,247.56,DE,web,failed
E000106,2026-08-16 08:15:53,C00006,P0049,view,1,215.83,MX,partner_api,ok
E000170,2026-08-14 15:18:03,,,view,1,6.88,CA,mobile,processed
E000413,2026-08-07 08:47:24,,P0042,view,1,38.62,DE,web,failed
E000028,2026-08-20 15:46:46,C00026,P0004,view,1,18.27,GB,partner_api,processed
E000081,2026-08-16 01:16:23,C00088,P0001,add_to_cart,1,-9.99,GB,mobile,ok
E000223,2026-08-17 05:35:28,C00082,P0043,add_to_cart,1,249.33,MX,partner_api,ok
E000311,2026-08-20 05:39:27,C00085,P0037,view,1,163.00,US,partner_api,ok
E000085,2026-08-16 04:55:24,C00127,P0055,add_to_cart,1,87.42,MX,web,processed
E000335,2026-08-15 17:20:39,C00103,P0049,view,1,15.85,MX,mobile,ok
E000221,2026-08-09 19:20:58,C00068,P0050,add_to_cart,1,142.61,MX,partner_api,processed
E000016,2026-08-11 15:37:33,C00142,P0056,add_to_cart,1,66.60,US,partner_api,failed
E000361,2026-13-04 12:10:00,C00107,P0025,add_to_cart,,70.84,GB,web,failed
E000248,2026-08-17 03:03:36,C00005,P0024,add_to_cart,1,78.45,MX,partner_api,ok
E000315,2026-08-09 20:31:43,,P0051,ADD_TO_CART,5,86.27,US,partner_api,failed
E000305,2026-08-05 23:27:32,C00016,P0040,view,1,116.72,DE,mobile,failed
E000174,2026-08-10 12:06:18,C00084,P0011,purchase,1,104.23,DE,mobile,failed
E000048,2026-08-01 13:32:11,C00106,P0052,purchase,3,196.68,CA,mobile,ok
E000281,2026-08-10 07:17:11,C00108,P0024,view,1,193.40,GB,mobile,processed
E000039,2026-08-04 00:20:59,C00018,P0057,add_to_cart,1,90.51,CA,mobile,processed
E000375,2026-08-09 17:43:22,C00081,P0051,add_to_cart,1,N/A,CA,web,processed
E000083,2026-08-15 19:14:17,C00138,P0050,purchase,5,203.01,GB,mobile,processed
E000414,2026-08-13 08:54:50,C00092,P0031,refund,3,247.40,DE,mobile,processed
E000088,2026-08-19 01:02:01,C00057,P0026,add_to_cart,1,27.80,CA,mobile,failed
E000176,2026-08-06 01:00:21,C00030,P0034,purchase,2,23.71,DE,web,processed
E000136,2026-08-10 10:55:11,C00139,P0057,view,1,54.19,MX,partner_api,failed
E000054,2026-08-17 21:12:47,C00018,P0043,purchase,2,94.23,MX,partner_api,OK
E000134,2026-08-17 09:43:49,C00036,P0041,add_to_cart,1,166.50,US,partner_api,failed
E000164,2026-08-05 02:31:17,C00080,,view,1,177.16,MX,mobile,ok
E000011,2026-08-15 13:31:44,,P0054,view,1,141.45,US,web,ok
E000151,2026-08-07 00:55:03,C00108,P0034,refund ,1,36.06,US,partner_api,ok
E000018,2026-08-17 10:21:56,C00129,P0049,add_to_cart,1,181.32,CA,partner_api,ok
E000038,2026-08-02 15:37:00,C00145,P0007,purchase,-1,157.18,US,partner_api,ok
E000232,2026-08-14 11:12:37,C00087,P0054,add_to_cart,1,42.78,DE,web,ok
E000084,2026-08-14 11:34:17,C00023,P0018,purchase,3,213.67,GB,web,processed
E000116,2026-08-05 08:05:58,C00035,P0056,view,1,151.85,US,mobile,processed
E000352,2026-08-17 03:49:53,C00043,P0006,add_to_cart,1,113.74,DE,web,ok
E000389,2026-08-13 21:35:10,C00066,P0050,add_to_cart,1,95.08,US,partner_api,failed
E000334,2026-08-09 04:21:44,C00022,P0007,purchase,5,150.49,CA,partner_api,failed
E000296,2026-08-01 08:22:13,C00031,P0048,view,1,234.60,GB,web,failed
E000404,2026-08-07 00:43:54,C00041,P0052,view,1,34.38,MX,partner_api,failed
E000246,2026-08-17 05:42:21,C00133,P0030,view,1,201.97,CA,partner_api,failed
E000052,2026-08-07 00:58:02,C00112,P0023,add_to_cart,two,31.56,MX,mobile,failed
E000193,2026-08-16 18:23:49,C00043,P0047,view,1,158.06,GB,web,processed
E000280,2026-08-02 15:53:02,C00017,P0035,view,1,108.81,US,web,processed
E000128,2026-08-12 07:47:58,C00060,P0030,add_to_cart,1,147.87,MX,mobile,processed
E000194,2026-08-17 08:59:15,C00073,P0049,Purchase,1,242.55,GB,web,failed
E000253,2026-08-16 01:39:30,C00081,P0012,add_to_cart,1,133.74,GB,partner_api,processed
E000212,2026-08-09 02:57:55,C00085,P0018,view,1,196.31,US,mobile,processed
E000086,2026-08-19 03:43:16,C00071,,view,1,88.38,US,partner_api,ok
E000215,2026-08-02 19:43:20,C00079,P0029,view,1,166.93,DE,partner_api,processed
E000376,2026-08-06 15:31:35,C00073,P0050,ADD_TO_CART,1,152.24,US,partner_api,processed
E000225,2026-08-05 13:45:50,C00127,P0002,view,1,39.02,MX,partner_api,failed
E000198,2026-08-07 11:40:05,C00132,P0010,purchase,2,71.83,GB,web,ok
E000025,2026-08-02 14:46:45,C00059,P0005,view,1,159.62,US,mobile,ok
E000001,2026-08-01 13:39:47,,P0009,add_to_cart,1,72.38,US,partner_api,OK
E000369,2026-08-18 04:27:14,C00025,P0001,purchase,4,165.59,CA,mobile,ok
E000056,2026-08-13 14:46:08,C00098,P0044,add_to_cart,1,52.00,CA,partner_api,failed
E000403,2026-08-11 05:31:29,C00031,P0035,View,1,81.94,MX,web,processed
E000132,2026-08-16 14:32:49,C00013,P0059,add_to_cart,1,187.44,DE,partner_api,processed
E000180,2026-08-11 01:30:40,C00071,P0038,view,1,79.19,US,mobile,failed
E000035,2026-08-02 19:45:54,C00061,P0026,refund,1,21.79,US,partner_api,ok
